,Unnamed: 0,Original Circuit,Original Circuit QASM,Qubit Count,Original Gate Count,Original Depth,H_0,S_0,CX_0,Optimized Circuit,Optimized Circuit QASM,Optimized Gate Count,Optimized Depth,H_Opt,S_Opt,CX_Opt,Time,% Gate Count Reduction,% Depth Reduction,% H Reduction,% S Reduction,% CX Reduction,Optimized Circuit (Redone),Time (Clifford Object),Time (Optimization Process),Time (Reconstruction)
25,25,"     ┌───┐┌───┐     ┌───┐┌───┐     
q_0: ┤ H ├┤ S ├──■──┤ H ├┤ X ├─────
     └───┘└───┘┌─┴─┐└───┘└─┬─┘┌───┐
q_1: ──────────┤ X ├───────■──┤ H ├
               └───┘          └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
h q[1];",2,6,6,3,1,2,"     ┌───┐┌───┐     ┌───┐┌───┐     
q_0: ┤ H ├┤ S ├──■──┤ H ├┤ X ├─────
     └───┘└───┘┌─┴─┐└───┘└─┬─┘┌───┐
q_1: ──────────┤ X ├───────■──┤ H ├
               └───┘          └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
h q[1];",6,6,3,1,2,0.0028171539306640625,0.0,0.0,0.0,0.0,0.0,"     ┌───┐┌───┐     ┌───┐┌───┐     
q_0: ┤ H ├┤ S ├──■──┤ H ├┤ X ├─────
     └───┘└───┘┌─┴─┐└───┘└─┬─┘┌───┐
q_1: ──────────┤ X ├───────■──┤ H ├
               └───┘          └───┘",7.915496826171875e-05,0.002682924270629883,5.507469177246094e-05
26,26,"     ┌───┐┌───┐     ┌───┐
q_0: ┤ X ├┤ S ├──■──┤ H ├
     └─┬─┘├───┤┌─┴─┐├───┤
q_1: ──■──┤ H ├┤ X ├┤ H ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[1];
cx q[0],q[1];
h q[0];
h q[1];",2,6,4,3,1,2,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ S ├┤ H ├┤ X ├
     └─┬─┘└───┘└───┘└─┬─┘
q_1: ──■──────────────■──
                         ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[0];
cx q[1],q[0];",4,4,1,1,2,0.0019359588623046875,33.333333333333336,0.0,66.66666666666667,0.0,0.0,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ S ├┤ H ├┤ X ├
     └─┬─┘└───┘└───┘└─┬─┘
q_1: ──■──────────────■──
                         ",5.793571472167969e-05,0.0018351078033447266,4.291534423828125e-05
27,27,"     ┌───┐                    
q_0: ┤ S ├─────────────────■──
     ├───┤┌───┐┌───┐┌───┐┌─┴─┐
q_1: ┤ H ├┤ S ├┤ H ├┤ H ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
h q[1];
s q[0];
h q[1];
cx q[0],q[1];",2,6,5,3,2,1,"     ┌───┐          
q_0: ┤ S ├───────■──
     ├───┤┌───┐┌─┴─┐
q_1: ┤ H ├┤ S ├┤ X ├
     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
s q[1];
cx q[0],q[1];",4,3,1,2,1,0.0017178058624267578,33.333333333333336,40.0,66.66666666666667,0.0,0.0,"     ┌───┐          
q_0: ┤ S ├───────■──
     ├───┤┌───┐┌─┴─┐
q_1: ┤ H ├┤ S ├┤ X ├
     └───┘└───┘└───┘",5.5789947509765625e-05,0.0016131401062011719,4.887580871582031e-05
28,28,"     ┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├──■──┤ S ├
     ├───┤└─┬─┘┌─┴─┐├───┤
q_1: ┤ S ├──■──┤ X ├┤ S ├
     └───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
s q[0];
s q[1];",2,6,4,0,4,2,"     ┌───┐┌───┐┌───┐┌───┐     
q_0: ┤ S ├┤ S ├┤ X ├┤ S ├──■──
     ├───┤└───┘└─┬─┘└───┘┌─┴─┐
q_1: ┤ S ├───────■───────┤ X ├
     └───┘               └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
s q[1];
cx q[1],q[0];
s q[0];
cx q[0],q[1];",6,5,0,4,2,0.003323078155517578,0.0,-25.0,0.0,0.0,0.0,"     ┌───┐┌───┐┌───┐┌───┐     
q_0: ┤ S ├┤ S ├┤ X ├┤ S ├──■──
     ├───┤└───┘└─┬─┘└───┘┌─┴─┐
q_1: ┤ S ├───────■───────┤ X ├
     └───┘               └───┘",5.316734313964844e-05,0.003223896026611328,4.601478576660156e-05
29,29,"     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ X ├┤ H ├┤ H ├┤ X ├┤ H ├
     └───┘└─┬─┘└───┘└───┘└─┬─┘└───┘
q_1: ───────■──────────────■───────
                                   ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[1],q[0];
h q[0];
h q[0];
cx q[1],q[0];
h q[0];",2,6,6,4,0,2,"     
q_0: 
     
q_1: 
     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];",0,0,0,0,0,0.0014522075653076172,100.0,100.0,100.0,0.0,100.0,"     
q_0: 
     
q_1: 
     ",5.1975250244140625e-05,0.0013840198516845703,1.621246337890625e-05
30,30,"     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ X ├┤ S ├┤ H ├┤ H ├┤ X ├┤ H ├
     └─┬─┘└───┘└───┘└───┘└─┬─┘└───┘
q_1: ──■───────────────────■───────
                                   ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[0];
h q[0];
cx q[1],q[0];
h q[0];",2,6,6,3,1,2,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ X ├
     ├───┤└───┘└─┬─┘
q_1: ┤ S ├───────■──
     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[1];
cx q[1],q[0];",4,3,1,2,1,0.0018191337585449219,33.333333333333336,50.0,66.66666666666667,-100.0,50.0,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ X ├
     ├───┤└───┘└─┬─┘
q_1: ┤ S ├───────■──
     └───┘          ",9.393692016601562e-05,0.0016758441925048828,4.935264587402344e-05
31,31,"               ┌───┐          
q_0: ──■────■──┤ H ├──────────
     ┌─┴─┐┌─┴─┐├───┤┌───┐┌───┐
q_1: ┤ X ├┤ X ├┤ S ├┤ H ├┤ S ├
     └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[0],q[1];
h q[0];
s q[1];
h q[1];
s q[1];",2,6,5,2,2,2,"     ┌───┐          
q_0: ┤ H ├──────────
     ├───┤┌───┐┌───┐
q_1: ┤ S ├┤ H ├┤ S ├
     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[1];
h q[1];
s q[1];",4,3,2,2,0,0.0019080638885498047,33.333333333333336,40.0,0.0,0.0,100.0,"     ┌───┐          
q_0: ┤ H ├──────────
     ├───┤┌───┐┌───┐
q_1: ┤ S ├┤ H ├┤ S ├
     └───┘└───┘└───┘",6.127357482910156e-05,0.0017936229705810547,5.316734313964844e-05
32,32,"          ┌───┐┌───┐     
q_0: ──■──┤ S ├┤ H ├─────
     ┌─┴─┐├───┤├───┤┌───┐
q_1: ┤ X ├┤ S ├┤ H ├┤ H ├
     └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
s q[0];
s q[1];
h q[1];
h q[0];
h q[1];",2,6,4,3,2,1,"     ┌───┐     ┌───┐
q_0: ┤ S ├──■──┤ H ├
     └───┘┌─┴─┐├───┤
q_1: ─────┤ X ├┤ S ├
          └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];",4,3,1,2,1,0.0025048255920410156,33.333333333333336,25.0,66.66666666666667,0.0,0.0,"     ┌───┐     ┌───┐
q_0: ┤ S ├──■──┤ H ├
     └───┘┌─┴─┐├───┤
q_1: ─────┤ X ├┤ S ├
          └───┘└───┘",8.96453857421875e-05,0.002329111099243164,8.606910705566406e-05
33,33,"     ┌───┐┌───┐     ┌───┐     
q_0: ┤ S ├┤ S ├──■──┤ H ├─────
     └───┘└───┘┌─┴─┐├───┤┌───┐
q_1: ──────────┤ X ├┤ H ├┤ S ├
               └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
h q[1];
s q[1];",2,6,5,2,3,1,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ H ├┤ X ├
     ├───┤├───┤└───┘└─┬─┘
q_1: ┤ H ├┤ S ├───────■──
     └───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
s q[0];
h q[0];
s q[1];
cx q[1],q[0];",6,4,2,3,1,0.0041081905364990234,0.0,20.0,0.0,0.0,0.0,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ H ├┤ X ├
     ├───┤├───┤└───┘└─┬─┘
q_1: ┤ H ├┤ S ├───────■──
     └───┘└───┘          ",6.914138793945312e-05,0.003921985626220703,0.00011706352233886719
34,34,"          ┌───┐┌───┐          ┌───┐
q_0: ──■──┤ S ├┤ S ├──■───────┤ X ├
     ┌─┴─┐└───┘└───┘┌─┴─┐┌───┐└─┬─┘
q_1: ┤ X ├──────────┤ X ├┤ H ├──■──
     └───┘          └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
s q[0];
s q[0];
cx q[0],q[1];
h q[1];
cx q[1],q[0];",2,6,6,1,2,3,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ X ├
     ├───┤└───┘└─┬─┘
q_1: ┤ H ├───────■──
     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];",4,3,1,2,1,0.0019719600677490234,33.333333333333336,50.0,0.0,0.0,66.66666666666667,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ X ├
     ├───┤└───┘└─┬─┘
q_1: ┤ H ├───────■──
     └───┘          ",7.200241088867188e-05,0.0018270015716552734,7.295608520507812e-05
35,35,"     ┌───┐┌───┐┌───┐          
q_0: ┤ H ├┤ X ├┤ H ├──────────
     └───┘└─┬─┘├───┤┌───┐┌───┐
q_1: ───────■──┤ S ├┤ S ├┤ S ├
               └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[1],q[0];
s q[1];
s q[1];
s q[1];
h q[0];",2,6,5,2,3,1,"     ┌───┐          ┌───┐┌───┐
q_0: ┤ H ├──────────┤ X ├┤ H ├
     ├───┤┌───┐┌───┐└─┬─┘└───┘
q_1: ┤ S ├┤ S ├┤ S ├──■───────
     └───┘└───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[1];
s q[1];
s q[1];
cx q[1],q[0];
h q[0];",6,5,2,3,1,0.002888202667236328,0.0,0.0,0.0,0.0,0.0,"     ┌───┐          ┌───┐┌───┐
q_0: ┤ H ├──────────┤ X ├┤ H ├
     ├───┤┌───┐┌───┐└─┬─┘└───┘
q_1: ┤ S ├┤ S ├┤ S ├──■───────
     └───┘└───┘└───┘          ",5.817413330078125e-05,0.0027687549591064453,6.127357482910156e-05
36,36,"     ┌───┐┌───┐┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├┤ X ├┤ X ├──■──┤ H ├
     └───┘└─┬─┘└─┬─┘└─┬─┘┌─┴─┐└───┘
q_1: ───────■────■────■──┤ X ├─────
                         └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[0];",2,6,6,1,1,4,"     ┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├──■──┤ H ├
     └───┘└─┬─┘┌─┴─┐└───┘
q_1: ───────■──┤ X ├─────
               └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[0];",4,4,1,1,2,0.0018169879913330078,33.333333333333336,33.333333333333336,0.0,0.0,50.0,"     ┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├──■──┤ H ├
     └───┘└─┬─┘┌─┴─┐└───┘
q_1: ───────■──┤ X ├─────
               └───┘     ",6.508827209472656e-05,0.0017037391662597656,4.8160552978515625e-05
37,37,"     ┌───┐┌───┐          
q_0: ┤ H ├┤ H ├──────────
     ├───┤├───┤┌───┐┌───┐
q_1: ┤ H ├┤ S ├┤ H ├┤ H ├
     └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
h q[0];
h q[1];
h q[0];
h q[1];",2,6,4,5,1,0,"               
q_0: ──────────
     ┌───┐┌───┐
q_1: ┤ H ├┤ S ├
     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];",2,2,1,1,0,0.0015752315521240234,66.66666666666667,50.0,80.0,0.0,0.0,"               
q_0: ──────────
     ┌───┐┌───┐
q_1: ┤ H ├┤ S ├
     └───┘└───┘",5.7220458984375e-05,0.0014739036560058594,4.410743713378906e-05
38,38,"     ┌───┐     ┌───┐┌───┐
q_0: ┤ S ├──■──┤ H ├┤ H ├
     └───┘┌─┴─┐├───┤├───┤
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
s q[1];
h q[0];
h q[0];
s q[1];",2,6,4,2,3,1,"     ┌───┐               
q_0: ┤ S ├──■────────────
     └───┘┌─┴─┐┌───┐┌───┐
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
s q[1];
s q[1];",4,4,0,3,1,0.0019011497497558594,33.333333333333336,0.0,100.0,0.0,0.0,"     ┌───┐               
q_0: ┤ S ├──■────────────
     └───┘┌─┴─┐┌───┐┌───┐
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘",6.914138793945312e-05,0.0017740726470947266,5.793571472167969e-05
39,39,"     ┌───┐┌───┐     ┌───┐     
q_0: ┤ X ├┤ S ├─────┤ X ├──■──
     └─┬─┘├───┤┌───┐└─┬─┘┌─┴─┐
q_1: ──■──┤ H ├┤ H ├──■──┤ X ├
          └───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[1];
h q[1];
cx q[1],q[0];
cx q[0],q[1];",2,6,5,2,1,3,"               
q_0: ──■───────
     ┌─┴─┐┌───┐
q_1: ┤ X ├┤ S ├
     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
s q[1];",2,2,0,1,1,0.0015611648559570312,66.66666666666667,60.0,100.0,0.0,66.66666666666667,"               
q_0: ──■───────
     ┌─┴─┐┌───┐
q_1: ┤ X ├┤ S ├
     └───┘└───┘",5.817413330078125e-05,0.00146484375,3.814697265625e-05
