,Original Circuit,Original Circuit QASM,Qubit Count,Original Gate Count,Original Depth,H_0,S_0,CX_0,Optimized Circuit,Optimized Circuit QASM,Optimized Gate Count,Optimized Depth,H_Opt,S_Opt,CX_Opt,Time,% Gate Count Reduction,% Depth Reduction,% H Reduction,% S Reduction,% CX Reduction
465,"                         ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐          ┌───┐┌───┐»
q_0: ─────────────────■──┤ H ├┤ S ├┤ H ├┤ X ├┤ X ├┤ S ├───────■──┤ H ├┤ X ├»
     ┌───┐┌───┐┌───┐┌─┴─┐├───┤├───┤└───┘└─┬─┘└─┬─┘├───┤┌───┐┌─┴─┐└───┘└─┬─┘»
q_1: ┤ S ├┤ S ├┤ H ├┤ X ├┤ S ├┤ S ├───────■────■──┤ H ├┤ S ├┤ X ├───────■──»
     └───┘└───┘└───┘└───┘└───┘└───┘               └───┘└───┘└───┘          »
«                         ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐
«q_0: ───────■────■────■──┤ X ├┤ X ├┤ X ├┤ S ├┤ X ├─────┤ X ├
«     ┌───┐┌─┴─┐┌─┴─┐┌─┴─┐└─┬─┘└─┬─┘└─┬─┘└───┘└─┬─┘┌───┐└─┬─┘
«q_1: ┤ H ├┤ X ├┤ X ├┤ X ├──■────■────■─────────■──┤ S ├──■──
«     └───┘└───┘└───┘└───┘                         └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
s q[1];
h q[1];
cx q[0],q[1];
s q[1];
h q[0];
s q[0];
s q[1];
h q[0];
cx q[1],q[0];
cx q[1],q[0];
s q[0];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
h q[1];
cx q[0],q[1];
cx q[0],q[1];
cx q[0],q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
s q[0];
cx q[1],q[0];
s q[1];
cx q[1],q[0];",2,28,25,6,9,13,"     ┌───┐          ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├───────■──┤ H ├┤ S ├┤ X ├┤ H ├
     ├───┤┌───┐┌─┴─┐└───┘└───┘└─┬─┘└───┘
q_1: ┤ S ├┤ S ├┤ X ├────────────■───────
     └───┘└───┘└───┘                    ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[1];
s q[1];
cx q[0],q[1];
h q[0];
s q[0];
cx q[1],q[0];
h q[0];",8,7,2,4,2,0.05542397499084473,71.42857142857143,72.0,66.66666666666667,55.55555555555556,84.61538461538461
466,"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐     ┌───┐┌───┐     »
q_0: ──■──┤ H ├┤ H ├┤ X ├┤ S ├┤ S ├┤ H ├─────┤ X ├┤ S ├─────┤ X ├┤ S ├─────»
     ┌─┴─┐├───┤└───┘└─┬─┘├───┤├───┤├───┤┌───┐└─┬─┘├───┤┌───┐└─┬─┘├───┤┌───┐»
q_1: ┤ X ├┤ S ├───────■──┤ H ├┤ S ├┤ S ├┤ H ├──■──┤ S ├┤ H ├──■──┤ S ├┤ S ├»
     └───┘└───┘          └───┘└───┘└───┘└───┘     └───┘└───┘     └───┘└───┘»
«          ┌───┐┌───┐┌───┐┌───┐     
«q_0: ─────┤ X ├┤ H ├┤ H ├┤ X ├─────
«     ┌───┐└─┬─┘├───┤├───┤└─┬─┘┌───┐
«q_1: ┤ S ├──■──┤ S ├┤ H ├──■──┤ H ├
«     └───┘     └───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[0];
h q[0];
s q[1];
cx q[1],q[0];
s q[0];
h q[1];
s q[0];
s q[1];
s q[1];
h q[1];
h q[0];
cx q[1],q[0];
s q[0];
s q[1];
h q[1];
cx q[1],q[0];
s q[0];
s q[1];
s q[1];
s q[1];
cx q[1],q[0];
h q[0];
h q[0];
s q[1];
h q[1];
cx q[1],q[0];
h q[1];",2,28,20,10,12,6,"     ┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐
q_0: ┤ H ├──■──┤ H ├┤ S ├┤ S ├┤ H ├┤ S ├──■──┤ H ├
     └───┘┌─┴─┐└───┘└───┘└───┘└───┘└───┘┌─┴─┐├───┤
q_1: ─────┤ X ├─────────────────────────┤ X ├┤ S ├
          └───┘                         └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[0],q[1];
h q[0];
s q[0];
s q[0];
h q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];",10,9,4,4,2,0.056982994079589844,64.28571428571429,55.0,60.0,66.66666666666667,66.66666666666667
467,"               ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     »
q_0: ──■───────┤ X ├┤ S ├┤ H ├┤ H ├┤ S ├┤ S ├┤ X ├┤ S ├┤ H ├┤ X ├┤ H ├──■──»
     ┌─┴─┐┌───┐└─┬─┘├───┤├───┤├───┤├───┤└───┘└─┬─┘├───┤├───┤└─┬─┘└───┘┌─┴─┐»
q_1: ┤ X ├┤ H ├──■──┤ S ├┤ S ├┤ H ├┤ H ├───────■──┤ H ├┤ H ├──■───────┤ X ├»
     └───┘└───┘     └───┘└───┘└───┘└───┘          └───┘└───┘          └───┘»
«     ┌───┐┌───┐┌───┐┌───┐┌───┐          
«q_0: ┤ S ├┤ S ├┤ H ├┤ X ├┤ X ├──■───────
«     ├───┤└───┘└───┘└─┬─┘└─┬─┘┌─┴─┐┌───┐
«q_1: ┤ S ├────────────■────■──┤ X ├┤ S ├
«     └───┘                    └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[1];
cx q[1],q[0];
s q[0];
s q[1];
s q[1];
h q[0];
h q[0];
s q[0];
h q[1];
s q[0];
h q[1];
cx q[1],q[0];
s q[0];
h q[1];
h q[0];
h q[1];
cx q[1],q[0];
h q[0];
cx q[0],q[1];
s q[0];
s q[0];
h q[0];
s q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
s q[1];",2,28,21,10,10,8,"               ┌───┐     ┌───┐┌───┐
q_0: ──────────┤ X ├─────┤ X ├┤ S ├
     ┌───┐┌───┐└─┬─┘┌───┐└─┬─┘└───┘
q_1: ┤ H ├┤ S ├──■──┤ H ├──■───────
     └───┘└───┘     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
cx q[1],q[0];
h q[1];
cx q[1],q[0];
s q[0];",6,6,2,2,2,0.04064011573791504,78.57142857142857,71.42857142857143,80.0,80.0,75.0
468,"          ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐               ┌───┐┌───┐»
q_0: ─────┤ X ├┤ X ├┤ S ├┤ S ├┤ X ├┤ X ├┤ S ├┤ X ├────────────■──┤ X ├┤ H ├»
     ┌───┐└─┬─┘└─┬─┘├───┤└───┘└─┬─┘└─┬─┘└───┘└─┬─┘┌───┐┌───┐┌─┴─┐└─┬─┘├───┤»
q_1: ┤ H ├──■────■──┤ H ├───────■────■─────────■──┤ H ├┤ H ├┤ X ├──■──┤ S ├»
     └───┘          └───┘                         └───┘└───┘└───┘     └───┘»
«     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐          
«q_0: ┤ X ├┤ X ├┤ S ├┤ H ├┤ H ├┤ H ├──■──┤ H ├───────■──
«     └─┬─┘└─┬─┘├───┤└───┘└───┘└───┘┌─┴─┐├───┤┌───┐┌─┴─┐
«q_1: ──■────■──┤ S ├───────────────┤ X ├┤ S ├┤ H ├┤ X ├
«               └───┘               └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
cx q[1],q[0];
cx q[1],q[0];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];
cx q[1],q[0];
s q[0];
cx q[1],q[0];
h q[1];
h q[1];
cx q[0],q[1];
cx q[1],q[0];
h q[0];
s q[1];
cx q[1],q[0];
cx q[1],q[0];
s q[0];
h q[0];
h q[0];
h q[0];
s q[1];
cx q[0],q[1];
h q[0];
s q[1];
h q[1];
cx q[0],q[1];",2,28,24,10,7,11,"     ┌───┐     ┌───┐          
q_0: ┤ S ├──■──┤ H ├──────────
     └───┘┌─┴─┐├───┤┌───┐┌───┐
q_1: ─────┤ X ├┤ S ├┤ S ├┤ S ├
          └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];
s q[1];
s q[1];",6,5,1,4,1,0.0470118522644043,78.57142857142857,79.16666666666667,90.0,42.857142857142854,90.9090909090909
469,"     ┌───┐┌───┐┌───┐     ┌───┐     ┌───┐┌───┐          ┌───┐┌───┐┌───┐     »
q_0: ┤ S ├┤ X ├┤ S ├──■──┤ H ├──■──┤ S ├┤ X ├───────■──┤ X ├┤ H ├┤ S ├─────»
     └───┘└─┬─┘└───┘┌─┴─┐└───┘┌─┴─┐└───┘└─┬─┘┌───┐┌─┴─┐└─┬─┘├───┤├───┤┌───┐»
q_1: ───────■───────┤ X ├─────┤ X ├───────■──┤ H ├┤ X ├──■──┤ H ├┤ H ├┤ S ├»
                    └───┘     └───┘          └───┘└───┘     └───┘└───┘└───┘»
«               ┌───┐┌───┐     ┌───┐                         
«q_0: ──■────■──┤ X ├┤ X ├──■──┤ S ├──────────────────────■──
«     ┌─┴─┐┌─┴─┐└─┬─┘└─┬─┘┌─┴─┐├───┤┌───┐┌───┐┌───┐┌───┐┌─┴─┐
«q_1: ┤ X ├┤ X ├──■────■──┤ X ├┤ H ├┤ S ├┤ S ├┤ H ├┤ H ├┤ X ├
«     └───┘└───┘          └───┘└───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
s q[0];
cx q[0],q[1];
h q[0];
cx q[0],q[1];
s q[0];
cx q[1],q[0];
h q[1];
cx q[0],q[1];
cx q[1],q[0];
h q[0];
h q[1];
h q[1];
s q[0];
s q[1];
cx q[0],q[1];
cx q[0],q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
s q[0];
h q[1];
s q[1];
s q[1];
h q[1];
h q[1];
cx q[0],q[1];",2,28,25,8,8,12,"     ┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├──■──┤ H ├┤ S ├┤ X ├┤ S ├
     └───┘└───┘┌─┴─┐├───┤└───┘└─┬─┘└───┘
q_1: ──────────┤ X ├┤ S ├───────■───────
               └───┘└───┘               ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[0];
s q[1];
cx q[1],q[0];
s q[0];",8,7,1,5,2,0.0530238151550293,71.42857142857143,72.0,87.5,37.5,83.33333333333333
470,"     ┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐»
q_0: ┤ H ├┤ H ├──■──┤ S ├┤ X ├┤ X ├┤ X ├┤ H ├┤ S ├──■──┤ X ├┤ H ├┤ S ├┤ H ├»
     ├───┤└───┘┌─┴─┐├───┤└─┬─┘└─┬─┘└─┬─┘├───┤├───┤┌─┴─┐└─┬─┘└───┘└───┘└───┘»
q_1: ┤ S ├─────┤ X ├┤ H ├──■────■────■──┤ H ├┤ H ├┤ X ├──■─────────────────»
     └───┘     └───┘└───┘               └───┘└───┘└───┘                    »
«               ┌───┐                              
«q_0: ──■────■──┤ H ├───────■────■──────────────■──
«     ┌─┴─┐┌─┴─┐├───┤┌───┐┌─┴─┐┌─┴─┐┌───┐┌───┐┌─┴─┐
«q_1: ┤ X ├┤ X ├┤ H ├┤ S ├┤ X ├┤ X ├┤ S ├┤ H ├┤ X ├
«     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[1];
h q[0];
cx q[0],q[1];
h q[1];
s q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
h q[1];
h q[1];
h q[0];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
h q[0];
s q[0];
h q[0];
cx q[0],q[1];
cx q[0],q[1];
h q[1];
h q[0];
s q[1];
cx q[0],q[1];
cx q[0],q[1];
s q[1];
h q[1];
cx q[0],q[1];",2,28,23,11,6,11,"               ┌───┐┌───┐     ┌───┐┌───┐┌───┐
q_0: ───────■──┤ H ├┤ S ├──■──┤ H ├┤ X ├┤ S ├
     ┌───┐┌─┴─┐└───┘└───┘┌─┴─┐└───┘└─┬─┘└───┘
q_1: ┤ S ├┤ X ├──────────┤ X ├───────■───────
     └───┘└───┘          └───┘               ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
cx q[0],q[1];
h q[0];
s q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
s q[0];",8,8,2,3,3,0.053874969482421875,71.42857142857143,65.21739130434783,81.81818181818181,50.0,72.72727272727273
471,"                    ┌───┐     ┌───┐┌───┐          ┌───┐     ┌───┐     ┌───┐»
q_0: ───────■───────┤ X ├─────┤ X ├┤ H ├──■────■──┤ S ├─────┤ X ├──■──┤ H ├»
     ┌───┐┌─┴─┐┌───┐└─┬─┘┌───┐└─┬─┘└───┘┌─┴─┐┌─┴─┐├───┤┌───┐└─┬─┘┌─┴─┐└───┘»
q_1: ┤ S ├┤ X ├┤ H ├──■──┤ S ├──■───────┤ X ├┤ X ├┤ S ├┤ H ├──■──┤ X ├─────»
     └───┘└───┘└───┘     └───┘          └───┘└───┘└───┘└───┘     └───┘     »
«     ┌───┐     ┌───┐     ┌───┐┌───┐┌───┐┌───┐┌───┐     
«q_0: ┤ S ├──■──┤ S ├──■──┤ H ├┤ X ├┤ H ├┤ H ├┤ H ├──■──
«     └───┘┌─┴─┐└───┘┌─┴─┐└───┘└─┬─┘├───┤├───┤├───┤┌─┴─┐
«q_1: ─────┤ X ├─────┤ X ├───────■──┤ S ├┤ S ├┤ H ├┤ X ├
«          └───┘     └───┘          └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
cx q[0],q[1];
h q[1];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
h q[0];
cx q[0],q[1];
cx q[0],q[1];
s q[1];
h q[1];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[0];
s q[0];
cx q[0],q[1];
s q[0];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
s q[1];
h q[0];
h q[0];
s q[1];
h q[0];
h q[1];
cx q[0],q[1];",2,28,24,9,8,11,"     ┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ S ├┤ X ├──■──┤ H ├┤ S ├
     ├───┤└───┘└───┘└─┬─┘┌─┴─┐└───┘└───┘
q_1: ┤ S ├────────────■──┤ X ├──────────
     └───┘               └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[0];
s q[1];
cx q[1],q[0];
cx q[0],q[1];
h q[0];
s q[0];",8,7,2,4,2,0.05613303184509277,71.42857142857143,70.83333333333333,77.77777777777777,50.0,81.81818181818181
472,"          ┌───┐┌───┐     ┌───┐┌───┐┌───┐┌───┐     ┌───┐     ┌───┐┌───┐┌───┐»
q_0: ──■──┤ H ├┤ H ├──■──┤ H ├┤ S ├┤ X ├┤ H ├──■──┤ X ├─────┤ X ├┤ X ├┤ X ├»
     ┌─┴─┐├───┤└───┘┌─┴─┐├───┤└───┘└─┬─┘└───┘┌─┴─┐└─┬─┘┌───┐└─┬─┘└─┬─┘└─┬─┘»
q_1: ┤ X ├┤ H ├─────┤ X ├┤ S ├───────■───────┤ X ├──■──┤ S ├──■────■────■──»
     └───┘└───┘     └───┘└───┘               └───┘     └───┘               »
«                                   ┌───┐┌───┐          ┌───┐
«q_0: ──■────■──────────────■────■──┤ S ├┤ H ├──■────■──┤ S ├
«     ┌─┴─┐┌─┴─┐┌───┐┌───┐┌─┴─┐┌─┴─┐└───┘└───┘┌─┴─┐┌─┴─┐├───┤
«q_1: ┤ X ├┤ X ├┤ S ├┤ S ├┤ X ├┤ X ├──────────┤ X ├┤ X ├┤ H ├
«     └───┘└───┘└───┘└───┘└───┘└───┘          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[1];
h q[0];
h q[0];
cx q[0],q[1];
s q[1];
h q[0];
s q[0];
cx q[1],q[0];
h q[0];
cx q[0],q[1];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
cx q[0],q[1];
s q[1];
s q[1];
cx q[0],q[1];
cx q[0],q[1];
s q[0];
h q[0];
cx q[0],q[1];
cx q[0],q[1];
s q[0];
h q[1];",2,28,25,7,7,14,"          ┌───┐┌───┐               
q_0: ──■──┤ H ├┤ S ├──■─────────■──
     ┌─┴─┐└───┘└───┘┌─┴─┐┌───┐┌─┴─┐
q_1: ┤ X ├──────────┤ X ├┤ S ├┤ X ├
     └───┘          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[0];
s q[0];
cx q[0],q[1];
s q[1];
cx q[0],q[1];",6,6,1,2,3,0.048219919204711914,78.57142857142857,76.0,85.71428571428571,71.42857142857143,78.57142857142857
473,"     ┌───┐┌───┐     ┌───┐┌───┐     ┌───┐┌───┐┌───┐          ┌───┐     ┌───┐»
q_0: ┤ X ├┤ S ├──■──┤ S ├┤ X ├──■──┤ X ├┤ S ├┤ X ├──■───────┤ X ├─────┤ X ├»
     └─┬─┘├───┤┌─┴─┐└───┘└─┬─┘┌─┴─┐└─┬─┘└───┘└─┬─┘┌─┴─┐┌───┐└─┬─┘┌───┐└─┬─┘»
q_1: ──■──┤ H ├┤ X ├───────■──┤ X ├──■─────────■──┤ X ├┤ H ├──■──┤ S ├──■──»
          └───┘└───┘          └───┘               └───┘└───┘     └───┘     »
«     ┌───┐┌───┐┌───┐          ┌───┐     ┌───┐     ┌───┐┌───┐
«q_0: ┤ X ├┤ X ├┤ H ├───────■──┤ H ├──■──┤ S ├──■──┤ X ├┤ S ├
«     └─┬─┘└─┬─┘├───┤┌───┐┌─┴─┐└───┘┌─┴─┐├───┤┌─┴─┐└─┬─┘└───┘
«q_1: ──■────■──┤ H ├┤ S ├┤ X ├─────┤ X ├┤ H ├┤ X ├──■───────
«               └───┘└───┘└───┘     └───┘└───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[1];
cx q[0],q[1];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
cx q[1],q[0];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[1];
cx q[1],q[0];
s q[1];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
h q[0];
h q[1];
s q[1];
cx q[0],q[1];
h q[0];
cx q[0],q[1];
h q[1];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
s q[0];",2,28,25,6,7,15,"          ┌───┐┌───┐┌───┐     
q_0: ──■──┤ H ├┤ X ├┤ S ├──■──
     ┌─┴─┐├───┤└─┬─┘└───┘┌─┴─┐
q_1: ┤ X ├┤ S ├──■───────┤ X ├
     └───┘└───┘          └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
h q[0];
s q[1];
cx q[1],q[0];
s q[0];
cx q[0],q[1];",6,5,1,2,3,0.045623064041137695,78.57142857142857,80.0,83.33333333333333,71.42857142857143,80.0
474,"     ┌───┐┌───┐┌───┐┌───┐┌───┐                                        ┌───┐»
q_0: ┤ H ├┤ S ├┤ S ├┤ X ├┤ S ├────────────────────────────────■────■──┤ S ├»
     ├───┤├───┤├───┤└─┬─┘├───┤┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐┌─┴─┐┌─┴─┐├───┤»
q_1: ┤ S ├┤ H ├┤ S ├──■──┤ S ├┤ H ├┤ H ├┤ H ├┤ S ├┤ H ├┤ H ├┤ X ├┤ X ├┤ H ├»
     └───┘└───┘└───┘     └───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘└───┘»
«     ┌───┐┌───┐          ┌───┐     
«q_0: ┤ H ├┤ S ├───────■──┤ S ├──■──
«     ├───┤├───┤┌───┐┌─┴─┐├───┤┌─┴─┐
«q_1: ┤ H ├┤ H ├┤ S ├┤ X ├┤ H ├┤ X ├
«     └───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
h q[1];
s q[1];
h q[0];
s q[0];
s q[0];
cx q[1],q[0];
s q[1];
h q[1];
h q[1];
h q[1];
s q[1];
h q[1];
s q[0];
h q[1];
cx q[0],q[1];
cx q[0],q[1];
s q[0];
h q[0];
h q[1];
h q[1];
h q[1];
s q[0];
s q[1];
cx q[0],q[1];
s q[0];
h q[1];
cx q[0],q[1];",2,28,20,12,11,5,"                                   
q_0: ─────────────────■────────────
     ┌───┐┌───┐┌───┐┌─┴─┐┌───┐┌───┐
q_1: ┤ S ├┤ H ├┤ S ├┤ X ├┤ S ├┤ S ├
     └───┘└───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
h q[1];
s q[1];
cx q[0],q[1];
s q[1];
s q[1];",6,6,1,4,1,0.052947998046875,78.57142857142857,70.0,91.66666666666667,63.63636363636363,80.0
475,"     ┌───┐               ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐     ┌───┐┌───┐     »
q_0: ┤ H ├────────────■──┤ S ├┤ S ├┤ S ├┤ S ├┤ X ├┤ H ├─────┤ X ├┤ H ├──■──»
     ├───┤┌───┐┌───┐┌─┴─┐├───┤├───┤├───┤└───┘└─┬─┘├───┤┌───┐└─┬─┘├───┤┌─┴─┐»
q_1: ┤ S ├┤ S ├┤ H ├┤ X ├┤ H ├┤ S ├┤ S ├───────■──┤ S ├┤ H ├──■──┤ S ├┤ X ├»
     └───┘└───┘└───┘└───┘└───┘└───┘└───┘          └───┘└───┘     └───┘└───┘»
«     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
«q_0: ┤ S ├┤ X ├┤ S ├┤ S ├┤ H ├┤ X ├
«     └───┘└─┬─┘├───┤├───┤└───┘└─┬─┘
«q_1: ───────■──┤ S ├┤ H ├───────■──
«               └───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
s q[1];
h q[1];
h q[0];
cx q[0],q[1];
h q[1];
s q[0];
s q[0];
s q[0];
s q[1];
s q[0];
s q[1];
cx q[1],q[0];
s q[1];
h q[1];
h q[0];
cx q[1],q[0];
s q[1];
h q[0];
cx q[0],q[1];
s q[0];
cx q[1],q[0];
s q[0];
s q[0];
s q[1];
h q[1];
h q[0];
cx q[1],q[0];",2,28,20,8,14,6,"     ┌───┐┌───┐┌───┐     ┌───┐          
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ X ├───────■──
     ├───┤└───┘└───┘┌─┴─┐└─┬─┘┌───┐┌─┴─┐
q_1: ┤ S ├──────────┤ X ├──■──┤ H ├┤ X ├
     └───┘          └───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
s q[0];
s q[1];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
cx q[0],q[1];",8,7,2,3,3,0.08281111717224121,71.42857142857143,65.0,75.0,78.57142857142857,50.0
476,"     ┌───┐     ┌───┐┌───┐┌───┐               ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐»
q_0: ┤ H ├──■──┤ X ├┤ S ├┤ H ├───────────────┤ X ├┤ X ├┤ H ├┤ S ├┤ S ├┤ X ├»
     └───┘┌─┴─┐└─┬─┘├───┤├───┤┌───┐┌───┐┌───┐└─┬─┘└─┬─┘├───┤└───┘└───┘└─┬─┘»
q_1: ─────┤ X ├──■──┤ H ├┤ H ├┤ H ├┤ H ├┤ H ├──■────■──┤ S ├────────────■──»
          └───┘     └───┘└───┘└───┘└───┘└───┘          └───┘               »
«     ┌───┐          ┌───┐     ┌───┐┌───┐┌───┐┌───┐
«q_0: ┤ S ├──■────■──┤ X ├─────┤ X ├┤ S ├┤ S ├┤ X ├
«     ├───┤┌─┴─┐┌─┴─┐└─┬─┘┌───┐└─┬─┘├───┤└───┘└─┬─┘
«q_1: ┤ H ├┤ X ├┤ X ├──■──┤ H ├──■──┤ H ├───────■──
«     └───┘└───┘└───┘     └───┘     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
h q[1];
s q[0];
h q[1];
h q[0];
h q[1];
h q[1];
cx q[1],q[0];
cx q[1],q[0];
h q[0];
s q[1];
s q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[0];
cx q[0],q[1];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
cx q[1],q[0];
s q[0];
h q[1];
s q[0];
cx q[1],q[0];",2,28,23,11,7,10,"     ┌───┐┌───┐┌───┐                         ┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ X ├────────────■────────────┤ X ├┤ S ├
     └───┘└───┘└─┬─┘┌───┐┌───┐┌─┴─┐┌───┐┌───┐└─┬─┘└───┘
q_1: ────────────■──┤ H ├┤ S ├┤ X ├┤ S ├┤ H ├──■───────
                    └───┘└───┘└───┘└───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[1];
cx q[0],q[1];
s q[1];
h q[1];
cx q[1],q[0];
s q[0];",10,10,3,4,3,0.0615239143371582,64.28571428571429,56.52173913043478,72.72727272727273,42.857142857142854,70.0
